806/05/2015
80;1;2
80;1;3
80;1;4
80;1;5
80;1;6
80;1;7
80;1;8
80;1;9
80;1;10
80;1;11
80;1;12
80;1;13
80;2;1
80;2;2
80;2;3
80;2;4
80;2;5
80;2;6
80;2;7
80;2;8
80;2;9
80;2;10
80;2;11
80;2;12
80;2;13
80;3;1
80;3;2
80;3;3
80;3;4
80;3;5
80;3;6
80;3;7
80;3;8
80;3;9
80;3;10
80;3;11
80;3;12
80;3;13
80;4;1
80;4;2
80;4;3
80;4;4
80;4;5
80;4;6
80;4;7
80;4;8
80;4;9
80;4;10
80;4;11
80;4;12
80;4;13
80;5;1
80;5;2
80;5;3
80;5;4
80;5;5
80;5;6
80;5;7
80;5;8
80;5;9
80;5;10
80;5;11
80;5;12
80;5;13
80;12;1
80;12;2
80;12;3
80;12;4
80;12;5
80;12;6
80;12;7
80;12;8
80;12;9
80;12;10
80;12;11
80;12;12
80;12;13
80;13;1
80;13;2
80;13;3
80;13;4
80;13;5
80;13;6
80;13;7
80;13;8
80;13;9
80;13;10
80;13;11
80;13;12
80;13;13
95;1;1
95;1;2
95;1;3
95;1;4
95;1;5
95;1;12
95;1;13
95;2;1
95;2;2
95;2;3
95;2;4
95;2;5
95;2;12
95;2;13
95;3;1
95;3;2
95;3;3
95;3;4
95;3;5
95;3;12
95;3;13
95;4;1
95;4;2
95;4;3
95;4;4
95;4;5
95;4;12
95;4;13
95;5;1
95;5;2
95;5;3
95;5;4
95;5;5
95;5;12
95;5;13
95;12;1
95;12;2
95;12;3
95;12;4
95;12;5
95;12;12
95;12;13
95;13;1
95;13;2
95;13;3
95;13;4
95;13;5
95;13;12
95;13;13
96;1;1
96;1;2
96;1;3
96;1;4
96;1;5
96;1;12
96;1;13
96;2;1
96;2;2
96;2;3
96;2;4
96;2;5
96;2;12
96;2;13
96;3;1
96;3;2
96;3;3
96;3;4
96;3;5
96;3;12
96;3;13
96;4;1
96;4;2
96;4;3
96;4;4
96;4;5
96;4;12
96;4;13
96;5;1
96;5;2
96;5;3
96;5;4
96;5;5
96;5;12
96;5;13
96;12;1
96;12;2
96;12;3
96;12;4
96;12;5
96;12;12
96;12;13
96;13;1
96;13;2
96;13;3
96;13;4
96;13;5
96;13;12
96;13;13
97;1;1
97;1;2
97;1;3
97;1;4
97;1;5
97;1;6
97;1;7
97;1;12
97;1;13
97;2;1
97;2;2
97;2;3
97;2;4
97;2;5
97;2;6
97;2;7
97;2;12
97;2;13
97;3;1
97;3;2
97;3;3
97;3;4
97;3;5
97;3;6
97;3;7
97;3;12
97;3;13
97;4;1
97;4;2
97;4;3
97;4;4
97;4;5
97;4;6
97;4;7
97;4;12
97;4;13
97;5;1
97;5;2
97;5;3
97;5;4
97;5;5
97;5;6
97;5;7
97;5;12
97;5;13
97;12;1
97;12;2
97;12;3
97;12;4
97;12;5
97;12;6
97;12;7
97;12;12
97;12;13
97;13;1
97;13;2
97;13;3
97;13;4
97;13;5
97;13;6
97;13;7
97;13;12
97;13;13
